rating_alternateName,claimReview_url,creativeWork_author_name	,claimReview_claim,claimReview_Title,claimReview_datePublished,claimReview_Verdict,claimReview_source	
Mixture,https://fullfact.org/health/1918-pandemic-meningitis-vaccine/, Daniella ,"The Spanish Flu wasn’t a flu virus, it was a bacteria that caused severe and lethal pneumonia.",Spanish Flu pandemic wasn’t caused by a meningitis vaccine,1/28/2022,"The 1918 flu pandemic, also known as Spanish Flu, was caused by the influenza A H1N1 virus. There is evidence that many of the people who died in the pandemic may have had an additional bacterial pneumonia.",fullfact
False,https://fullfact.org/online/fake-sky-tweet/,Grace Rahman,Fake Sky News tweet claims PM drank with foxhound pack,Fake Sky News tweet claims PM drank with foxhound pack,1/28/2022,This tweet wasn’t tweeted by an official Sky News account. No such story has been reported.,fullfact
False,https://fullfact.org/health/hydrogen-peroxide-cancer-treatment/,Tom Norton ,"Rubbing hydrogen peroxide on the body “once, preferably twice a day” treats cancer.",Rubbing hydrogen peroxide over your body every day does not treat cancer,1/27/2022,"There is no evidence that hydrogen peroxide applied to the skin, as described in the video, treats cancer. Depending on the strength of application, it can cause burning, blistering and permanent scarring.",fullfact
False,https://fullfact.org/health/6183-covid-deaths-ons-expose/,Abbas Panjwani,"The ONS has admitted only 6,183 people died of Covid-19.","The ONS has not said only 6,183 people have died of Covid-19",1/27/2022,"False. This figure is the number of people in England and Wales who, up to the end of 2021, died of Covid-19 where only Covid-19 was listed on their death certificate. In most cases Covid-19 will lead to another disease or condition before death.",fullfact
Mixture,https://fullfact.org/online/kary-mullis-anyone-PCR-test/,Grace Rahman,"Kary Mullis said: “Anyone can test positive for practically anything with a PCR test, if you run it long enough with PCR if you do it well, you can find almost anything in anybody. It doesn’t tell you that you’re sick.”",PCR inventor Kary Mullis quote doesn’t prove the tests are useless,1/27/2022,Kary Mullis did not say these words exactly but statements to that effect at an event discussing HIV and AIDS in 1997. It’s not true that you can find ‘anything in anybody’ using PCR tests. Covid-19 PCR tests are very specific.,fullfact
False,https://fullfact.org/health/dan-wootton-covid-only-deaths/,Abbas Panjwani,"While the media talks a lot of the 150,000 deaths, perhaps they should have been talking about the number of people who died 'of Covid' not 'with Covid'. That was just 17,371 up to the end of quarter three 2021",Dan Wootton and David Davis make incorrect claims about Covid-19 deaths,1/26/2022,False. This is the number of people who died of Covid and had no pre-existing conditions in England and Wales.,fullfact
False,https://fullfact.org/health/bells-palsy-nhs-poster/,Sarah turnnidge,An official NHS poster warns that Covid-19 vaccines cause Bell’s palsy.,NHS poster about Bell’s palsy and vaccines is fake,1/26/2022,"This is not a genuine NHS or UK government poster, and the MHRA says there’s currently no evidence of higher rates of Bell’s palsy following vaccination.",fullfact
False,https://fullfact.org/law/mask-challenge-offence-fine/,Sarah turnnidge,"If you challenge someone not wearing a face mask you can be held personally liable for a summary offence under equality laws and could be subject to a fine of up to £9,000.",Fake government guidance is wrong about face masks and equality laws,1/25/2022,"While the government advises that members of the public should not challenge someone who is not wearing a face covering, doing so does not constitute a criminal offence.",fullfact
False,https://fullfact.org/health/145-country-study/,Daniella,Data from 145 countries shows that deployment of Covid-19 vaccines causes an increase in Covid-19 cases and deaths.,Covid-19 vaccines haven’t caused an increase in cases and deaths,1/25/2022,"Medical statisticians have explained that the analysis, which is not peer reviewed or published in an academic journal, is deeply flawed. Lots of data is available that shows the contrary.",fullfact
True,https://fullfact.org/online/swimming-pool-france-social-distancing/,Tom Norton ,Photos of a swimming pool with visitors placed between social distancing screens in the water are not real.,Photos of swimming pool with social distancing screens is genuine,1/25/2022,This is genuine footage taken at the reopening of a spa in France.,fullfact
False,https://fullfact.org/online/klaus-schwab-rothschild-false/,Tom Norton ,The founder of the World Economic Forum Klaus Schwab is related to the Rothschild family.,Klaus Schwab is not related to the Rothschild family,1/25/2022,This is not true. The post suggests Mr Schwab is related to a woman whose surname before marriage was Rothschild but is not directly related to the House of Rothschild. Mr Schwab has said they are not related.,fullfact
Mixture,https://fullfact.org/online/dover-queues-seen-from-space/,Grace Rahman,"There were continuous lorry queues at Dover on 22 January 2022, that were longer than the Channel itself, and could be seen from space.","Dover lorry queues can be seen from space, like most UK traffic can",1/25/2022,"We don’t know how long exactly the queues were on that date. They likely could be seen from satellite images, as most road queues can be. We haven’t seen evidence the queues were longer than the English Channel.",fullfact
False,https://fullfact.org/online/samuel-l-jackson-martin-luther-king-photo/,Tom Norton ,"Samuel L. Jackson, a student at Morehouse College, can be seen in the background of a photo of Dr Martin Luther King Jr. playing pool in 1966.",Samuel L. Jackson is not in photo of Martin Luther King playing pool,1/25/2022,"Although Mr Jackson was a student at Morehouse College, he confirmed on Twitter he wasn’t in the photo. The picture was not taken at the College.",fullfact
False,https://fullfact.org/health/kerry-chant-tweet-child-vaccines/,Abbas Panjwani,There have been three deaths linked to Covid-19 vaccines among children in Australia.,Tweet claiming three child deaths from vaccines in Australia is fake,1/25/2022,"There is no evidence for this. The tweet claiming this is fake, purporting to be from an Australian health official. The New South Wales health ministry has said the information in the tweet is incorrect.",fullfact
Mixture,https://fullfact.org/health/pfizer-ceo-covid-vaccine/,Sarah turnnidge,Pfizer’s CEO Albert Bourla hasn’t been vaccinated against Covid-19 because he is “healthy” and doesn’t want to “cut the line”.,Pfizer’s CEO has had Covid-19 vaccine,1/25/2022,Mr Bourla said this in December 2020. He has since publicly shared pictures of him being vaccinated against Covid-19.,fullfact
False,https://fullfact.org/health/Covid-vaccines-neurodegenerative-disorders/,Daniella,Covid-19 vaccines could cause neurodegenerative diseases in young people.,Covid-19 vaccines are not associated with developing neurodegenerative diseases,1/24/2022,The MHRA has told Full Fact there is “no credible evidence” of an association between the Covid-19 vaccines and neurodegenerative diseases.,fullfact
Mixture,https://fullfact.org/economy/wine-regulation-cost/,Abbas Panjwani and leo Benedict,New changes in wine import regulation will save British wine drinkers £130 million a year,The government’s numbers on savings for wine drinkers don’t add up,8/2/2021,Most of this isn’t a “saving” but a maintenance of the status quo. It is only a saving compared to the government’s abandoned policy which would have introduced regulatory costs.,fullfact
False,https://fullfact.org/economy/japan-eu-deal-thornberry/,ababas Panjwani,The new UK-Japan trade deal will deliver a £1.5 billion boost to the UK economy.,Is the UK's trade deal with Japan better than the EU's?,11/30/2020,"This is the estimate of annual GDP growth after 15 years, relative to 2018, before the existing EU-Japan trade deal took effect.",fullfact
False,https://fullfact.org/economy/japan-soy-sauce-bake-off/,Abbas Panjwani,The new UK-Japan trade deal will mean soy sauce imports from Japan will get cheaper.,Soy sauce imports from Japan will not be cheaper next year,10/28/2020,"Incorrect. Tariffs on Japanese soy sauce will stay at 0%. Tariffs on soy sauce imports from some other countries may increase, but from others may decrease.",fullfact
False,https://fullfact.org/economy/afghanistan-australia-canada-trade/,Abbas Panjwani,An “Australian terms” trade deal could be called a deal on Mongolian or Afghan terms.,"What does an ""Australia style"" Brexit deal really mean?",10/20/2020,"Mongolia and Afghanistan actually have more favourable trade terms with the EU, at least as far as tariffs are concerned, than Australia.",fullfact
False,https://fullfact.org/economy/uk-japan-trade-benefits/,Abbas Panjwani,The new UK-Japan trade deal will deliver a £1.5 billion boost to the UK economy,£1.5bn GDP boost from UK-Japan trade deal is not on top of existing EU-Japan deal benefits,9/15/2020,These estimated benefits are relative to 2018 when the UK (as part of the EU) had no FTA with Japan. It’s not relative to the existing EU-Japan trade deal which currently governs trade between the UK and Japan.,fullfact
